supreme_case_number,supreme_case_link,appeals_case_number,appeals_case_link,source_type,verdict_date,decision_status
2019-91,https://island.is/s/haestirettur/akvardanir/9290d54d-98c1-47dc-9df8-e95244a74bd8,476/2018,https://island.is/domar/g-093cf12e-1a91-4024-9267-3049cf5c132a,ákvörðun,21. mars 2019,Hafnað
2019-75,https://island.is/s/haestirettur/akvardanir/9565a567-c3ba-4ef9-b6e0-478e6a8e2464,467/2018,https://island.is/domar/g-89cb2088-7b44-40c2-8dd1-74a3be0a5a65,ákvörðun,28. febrúar 2019,Hafnað
2019-96,https://island.is/s/haestirettur/akvardanir/fe0e0653-e720-49a3-a404-ba9a3dd1ff28,454/2018,https://island.is/domar/g-44bfce35-4293-4485-8369-6ed114376e05,ákvörðun,26. mars 2019,Hafnað
2019-86,https://island.is/s/haestirettur/akvardanir/bbfe9f51-2518-4a36-b0a5-0fbceec64fe2,734/2018,https://island.is/domar/g-e48ebb35-039f-4c41-bcba-30e5ae55f0e0,ákvörðun,21. mars 2019,Hafnað
12/2019,https://island.is/domar/s-1b7d1002-c0a7-4cca-bd72-086752181a18,672/2018,https://island.is/domar/g-508ab98c-918e-4a37-adb2-bcf3a3eeef4c,dóm,19. mars 2019,
2019-102,https://island.is/s/haestirettur/akvardanir/e0c22b92-66d3-498a-a46b-92c3978e98cc,530/2018,https://island.is/domar/g-a5e448f2-553d-4a1c-a2d7-1b48c8d44eac,ákvörðun,11. apríl 2019,Samþykkt
17/2019,https://island.is/domar/s-af6a62b9-be1c-4a44-abba-de516ff10a45,530/2018,https://island.is/domar/g-a5e448f2-553d-4a1c-a2d7-1b48c8d44eac,dóm,23. október 2019,
2019-100,https://island.is/s/haestirettur/akvardanir/e849af12-beda-4628-99b5-5fcb87a22f39,483/2018,https://island.is/domar/g-0a81301d-5f5c-4b5a-8927-ec950a165e5c,ákvörðun,2. apríl 2019,Hafnað
2019-122,https://island.is/s/haestirettur/akvardanir/e054d3cf-c961-4d7a-86e8-73c75831e605,321/2018,https://island.is/domar/g-c2ada269-fc70-4c21-a4a8-f4df2a5cadef,ákvörðun,11. apríl 2019,Hafnað
2019-123,https://island.is/s/haestirettur/akvardanir/c0be1922-4e31-4a9a-98ca-3e3ed9b7e2a7,184/2018,https://island.is/domar/g-bdf94a38-acb9-4f32-ab18-b65542ca139e,ákvörðun,11. apríl 2019,Hafnað
2019-121,https://island.is/s/haestirettur/akvardanir/a78cce99-8446-465d-813c-69dd6a00f42b,116/2018,https://island.is/domar/g-647c8694-cba3-4f96-b8f9-5415bb239f4f,ákvörðun,11. apríl 2019,Hafnað
2019-90,https://island.is/s/haestirettur/akvardanir/bc92fd6a-b41a-4be0-bbb6-5f7f748f8d63,61/2019,https://island.is/domar/g-49fb4db3-d671-4a7f-8447-c9e9924df96e,ákvörðun,14. mars 2019,Samþykkt
15/2019,https://island.is/domar/s-54dcdd8a-ba9e-4579-9fdc-2ea447006548,61/2019,https://island.is/domar/g-49fb4db3-d671-4a7f-8447-c9e9924df96e,dóm,21. maí 2019,
2019-111,https://island.is/s/haestirettur/akvardanir/4993eb78-e482-4ae0-87a5-98fe4f81470c,590/2018,https://island.is/domar/g-04441a84-dd3a-4428-9567-b24c54c038f6,ákvörðun,11. apríl 2019,Samþykkt
19/2019,https://island.is/domar/s-d2b48246-1946-4614-9088-8330218a02b4,590/2018,https://island.is/domar/g-04441a84-dd3a-4428-9567-b24c54c038f6,dóm,5. febrúar 2020,
2019-108,https://island.is/s/haestirettur/akvardanir/478e4756-b0b5-4ae8-a09b-17dea73a7e13,501/2018,https://island.is/domar/g-d6cf2428-8d97-434b-a23b-ba306e9ec9f4,ákvörðun,5. apríl 2019,Hafnað
2019-110,https://island.is/s/haestirettur/akvardanir/4db26e40-a936-46b8-80d6-4e45ac09b909,468/2018,https://island.is/domar/g-6c437d04-e75a-47d1-acf3-b24853fae085,ákvörðun,11. apríl 2019,Samþykkt
18/2019,https://island.is/domar/s-79a6eef8-2748-4535-b951-8e88b3aa29be,468/2018,https://island.is/domar/g-6c437d04-e75a-47d1-acf3-b24853fae085,dóm,30. október 2019,
2019-147,https://island.is/s/haestirettur/akvardanir/fe032c0f-598a-4409-830b-b4b69322fb4a,504/2018,https://island.is/domar/g-06ad3506-1dc3-4082-a276-2d7bf7209e64,ákvörðun,6. maí 2019,Hafnað
2019-119,https://island.is/s/haestirettur/akvardanir/fc7707b2-2302-41eb-b52c-7e01902cdb11,502/2018,https://island.is/domar/g-498855b6-881b-4909-9e4e-0149a0a3faf8,ákvörðun,11. apríl 2019,Hafnað
2019-118,https://island.is/s/haestirettur/akvardanir/9d6d3f59-0de6-4578-8f07-9223f8f914b0,310/2018,https://island.is/domar/g-c113f7a1-18d5-4b89-8520-d12602a9e854,ákvörðun,2. apríl 2019,Hafnað
2019-105,https://island.is/s/haestirettur/akvardanir/297dfd00-f22a-4614-b550-59dff4901d78,66/2019,https://island.is/domar/g-503a7b4e-e68e-4aab-96bd-4f0b44dbe077,ákvörðun,11. apríl 2019,Samþykkt
20/2019,https://island.is/domar/s-7b43b9c1-3371-4058-84f8-52826b1f8be8,66/2019,https://island.is/domar/g-503a7b4e-e68e-4aab-96bd-4f0b44dbe077,dóm,12. júní 2019,
16/2019,https://island.is/domar/s-820a94f5-60fc-478c-8cce-f4af20c45ff1,633/2018,https://island.is/domar/g-55bddc02-c047-4007-899d-eea2a7b4fd39,dóm,4. apríl 2019,
2019-124,https://island.is/s/haestirettur/akvardanir/5c6754fc-fcef-4f81-9b58-d7193f8e8282,577/2018,https://island.is/domar/g-b7dca689-1f70-4693-8394-dee293f47290,ákvörðun,11. apríl 2019,Hafnað
2019-125,https://island.is/s/haestirettur/akvardanir/b10b64a9-9702-4eea-b5a6-8e3926d11cd5,575/2018,https://island.is/domar/g-af855123-a026-439c-b925-790b2c818e80,ákvörðun,6. maí 2019,Samþykkt
23/2019,https://island.is/domar/s-166f7297-035a-4e1e-aa7f-8ecac6efd257,575/2018,https://island.is/domar/g-af855123-a026-439c-b925-790b2c818e80,dóm,25. september 2019,
2019-127,https://island.is/s/haestirettur/akvardanir/561abcaa-cb94-41f2-9963-121362c2eaa3,486/2018,https://island.is/domar/g-96b607b9-a59b-4bdf-a82f-31449d3f393e,ákvörðun,6. maí 2019,Hafnað
2019-126,https://island.is/s/haestirettur/akvardanir/c3d455d1-e6ad-4990-8629-87d4353ae09e,409/2018,https://island.is/domar/g-84cce432-b8c4-45a1-8d54-3f6b74f89179,ákvörðun,6. maí 2019,Samþykkt
22/2019,https://island.is/domar/s-7f1ad4e6-7126-4541-bf91-9742e4674ae2,409/2018,https://island.is/domar/g-84cce432-b8c4-45a1-8d54-3f6b74f89179,dóm,20. nóvember 2019,
2019-131,https://island.is/s/haestirettur/akvardanir/fa4b966c-2230-43e1-8cbe-365ada7765da,624/2018,https://island.is/domar/g-cca1fc28-c20b-4a33-b57b-a1b5ca682e10,ákvörðun,21. maí 2019,Hafnað
2019-135,https://island.is/s/haestirettur/akvardanir/635fb1f9-861e-4f1b-82e4-66fb9af7f29a,569/2018,https://island.is/domar/g-d940c626-e7a3-42d7-b814-db23a3414a1e,ákvörðun,21. maí 2019,Hafnað
2019-134,https://island.is/s/haestirettur/akvardanir/79358d12-fea7-4129-a1a9-c950a94d9dd7,568/2018,https://island.is/domar/g-d0a25121-2c5d-4922-a621-2d31ea28a246,ákvörðun,21. maí 2019,Hafnað
2019-130,https://island.is/s/haestirettur/akvardanir/b74b490e-891a-4cc7-afc0-ca7deeeb68c2,551/2018,https://island.is/domar/g-85c158b2-a7c9-443b-bfae-0930d7ed078f,ákvörðun,6. maí 2019,Samþykkt
21/2019,https://island.is/domar/s-506444e3-354b-4ca5-aeac-40c1ee80575c,551/2018,https://island.is/domar/g-85c158b2-a7c9-443b-bfae-0930d7ed078f,dóm,30. október 2019,
2019-132,https://island.is/s/haestirettur/akvardanir/084d2484-9699-43c6-b099-6a8844baea20,484/2018,https://island.is/domar/g-08c73c9b-0b14-4a30-899d-a2843fc045a9,ákvörðun,21. maí 2019,Samþykkt
25/2019,https://island.is/domar/s-7ea9351f-6484-4003-9b22-73b66be28346,484/2018,https://island.is/domar/g-08c73c9b-0b14-4a30-899d-a2843fc045a9,dóm,9. desember 2019,
2019-141,https://island.is/s/haestirettur/akvardanir/e1eee1e0-5dbe-47d3-90f0-5f4b0e030452,41/2018,https://island.is/domar/g-3418d37a-72d7-4352-8e4a-b12145b3c04e,ákvörðun,6. maí 2019,Hafnað
2019-140,https://island.is/s/haestirettur/akvardanir/864bd06b-2109-47ac-8d01-710c2b9b7f2f,593/2018,https://island.is/domar/g-8b855657-7f54-4625-b17b-a74babc1a667,ákvörðun,23. maí 2019,Hafnað
2019-155,https://island.is/s/haestirettur/akvardanir/872823cc-1577-4d6c-b0df-cdc190e770ba,142/2019,https://island.is/domar/g-1aaa48ed-b7b8-4e70-a67d-dbb5d5a7a460,ákvörðun,21. maí 2019,Hafnað
2019-133,https://island.is/s/haestirettur/akvardanir/6a994304-ade6-4d54-ab67-430012e460f4,193/2019,https://island.is/domar/g-f1e6d6a5-6c67-4d22-b675-28c0d56b6b62,ákvörðun,22. maí 2019,Hafnað
2019-145,https://island.is/s/haestirettur/akvardanir/169f3f69-36ff-4257-9230-2298309e23fd,511/2018,https://island.is/domar/g-45ee3d01-e8fe-4de5-8463-1ec77b68d5e2,ákvörðun,20. júní 2019,Samþykkt
30/2019,https://island.is/domar/s-23c0c045-83f3-4eff-a8eb-66dc577b5e1e,511/2018,https://island.is/domar/g-45ee3d01-e8fe-4de5-8463-1ec77b68d5e2,dóm,28. apríl 2020,
2019-171,https://island.is/s/haestirettur/akvardanir/ea1bd92f-007b-4a28-87bd-51f391903f9e,368/2018,https://island.is/domar/g-edd04dc7-4879-4569-8d56-0c273f3b9493,ákvörðun,12. júní 2019,Hafnað
2019-203,https://island.is/s/haestirettur/akvardanir/a98a8edb-d3e2-4f01-8fa3-0e63e56f52c4,230/2018,https://island.is/domar/g-5869712a-c580-4746-827e-1b5709b28013,ákvörðun,19. júní 2019,Hafnað
2019-139,https://island.is/s/haestirettur/akvardanir/75fabc24-9035-4943-b819-ac6dd1dca496,181/2019,https://island.is/domar/g-ae1f69e9-1ea8-4580-ab84-675a0e124ce5,ákvörðun,23. maí 2019,Hafnað
2019-138,https://island.is/s/haestirettur/akvardanir/50666197-1a3b-4048-9626-4cdccc2919b8,189/2019,https://island.is/domar/g-779b9433-0713-4acd-9544-ab79e0df4705,ákvörðun,21. maí 2019,Hafnað
2019-162,https://island.is/s/haestirettur/akvardanir/028757e4-5768-4bcf-b680-901e86e7a764,806/2018,https://island.is/domar/g-ca2e671a-3e66-4658-a17a-8f4eabda9d57,ákvörðun,12. júní 2019,Hafnað
2019-169,https://island.is/s/haestirettur/akvardanir/2e670770-83a5-42e0-a7ee-e6212a2998ea,795/2018,https://island.is/domar/g-7aeb8188-0424-42f0-ad9a-173c91ead8c3,ákvörðun,31. maí 2019,Hafnað
2019-148,https://island.is/s/haestirettur/akvardanir/9a43621f-e0f5-452e-a12c-8e78ccec8eb4,754/2018,https://island.is/domar/g-52e5cab3-b5ea-474c-ad34-d51c550b52c1,ákvörðun,3. júní 2019,Hafnað
2019-206,https://island.is/s/haestirettur/akvardanir/aa0922cf-9934-4841-8b1d-53b0aa0c29e5,727/2018,https://island.is/domar/g-43d3dd2a-7afb-4e12-ad0b-3c5e527badd9,ákvörðun,20. júní 2019,Hafnað
2019-156,https://island.is/s/haestirettur/akvardanir/29d428f6-1c43-4315-9a12-e4ada76b5cec,667/2018,https://island.is/domar/g-7e79a0c6-18dc-4ebe-b8ed-e38a179eb1b5,ákvörðun,21. maí 2019,Hafnað
2019-167,https://island.is/s/haestirettur/akvardanir/06fd3ce4-0565-430b-97b9-1a25dbf6319a,636/2018,https://island.is/domar/g-b4a586a3-7833-46a4-ba84-5398b33ada5e,ákvörðun,21. maí 2019,Hafnað
2019-168,https://island.is/s/haestirettur/akvardanir/e43f8224-cb1e-4566-84fa-3e3964927222,602/2018,https://island.is/domar/g-87103d63-0359-4a56-afb6-e923505a404b,ákvörðun,31. maí 2019,Samþykkt
27/2019,https://island.is/domar/s-1d4ec1ae-087d-48fe-9cb3-4dc50c2a8e67,602/2018,https://island.is/domar/g-87103d63-0359-4a56-afb6-e923505a404b,dóm,30. september 2019,
2019-166,https://island.is/s/haestirettur/akvardanir/38c4354d-4f5c-4911-bdcf-dab23aa30e69,591/2018,https://island.is/domar/g-bec24f87-9bc5-4a53-8c3f-583b4782756a,ákvörðun,31. maí 2019,Hafnað
2019-136,https://island.is/s/haestirettur/akvardanir/de2e5303-457b-425a-b432-d080854674a3,565/2018,https://island.is/domar/g-732733b0-7d3c-44c1-973e-a2a5fe3667d6,ákvörðun,21. maí 2019,Samþykkt
26/2019,https://island.is/domar/s-69de0445-0f48-4e3c-a553-4f0785fa5e5b,565/2018,https://island.is/domar/g-732733b0-7d3c-44c1-973e-a2a5fe3667d6,dóm,18. september 2019,
2019-165,https://island.is/s/haestirettur/akvardanir/2a5bb400-d5ab-4487-be20-5e1901a2f0c4,552/2018,https://island.is/domar/g-c93b708f-37ea-4ce9-8c4a-421b54ae35b3,ákvörðun,31. maí 2019,Hafnað
2019-154,https://island.is/s/haestirettur/akvardanir/eb2b90b8-1483-4e3b-8dfb-fd5aaa4ace08,485/2018,https://island.is/domar/g-cc3f911e-17ed-431e-8eef-2b83ad72630d,ákvörðun,3. júní 2019,Hafnað
2019-172,https://island.is/s/haestirettur/akvardanir/d16f6d05-0587-4ec8-af74-1e5ff8e92eb5,191/2019,https://island.is/domar/g-60e5ba71-8508-4ba6-be5e-c55a540d21f4,ákvörðun,24. maí 2019,Hafnað
2019-231,https://island.is/s/haestirettur/akvardanir/7c2c63f7-6b7b-4728-886a-2e072780ec8b,670/2018,https://island.is/domar/g-9db0af4b-8213-4c77-bead-26be9e9353af,ákvörðun,19. ágúst 2019,Hafnað
2019-196,https://island.is/s/haestirettur/akvardanir/5f60a9cb-c5b0-4b7e-96ae-a099dd58594f,596/2018,https://island.is/domar/g-3bb43095-7446-4366-8ff4-d5e60177af37,ákvörðun,27. júní 2019,Samþykkt
31/2019,https://island.is/domar/s-ba845885-cb9a-44ea-81f9-71de9b0d27cd,596/2018,https://island.is/domar/g-3bb43095-7446-4366-8ff4-d5e60177af37,dóm,29. janúar 2020,
2019-192,https://island.is/s/haestirettur/akvardanir/6d65063c-eb63-4b26-a5ea-712bcca0c203,208/2019,https://island.is/domar/g-3bb1aa88-5b92-4a14-ab37-22e995f5dd7f,ákvörðun,27. júní 2019,Samþykkt
32/2019,https://island.is/domar/s-61f3c3d5-100e-4350-8e04-a4d99ec034cf,208/2019,https://island.is/domar/g-3bb1aa88-5b92-4a14-ab37-22e995f5dd7f,dóm,9. október 2019,
2019-205,https://island.is/s/haestirettur/akvardanir/0bff38ba-7b3c-4d7b-aad4-7db8c5e5e70d,240/2019,https://island.is/domar/g-bb7da4bf-60a7-42db-9155-2f052d63f013,ákvörðun,27. júní 2019,Hafnað
2019-194,https://island.is/s/haestirettur/akvardanir/cdac8b57-175d-480d-9f98-faaff3bc4b39,122/2019,https://island.is/domar/g-b30c3788-b46f-4fcf-9db1-257670557049,ákvörðun,19. júní 2019,Hafnað
2019-193,https://island.is/s/haestirettur/akvardanir/abcea970-3f21-43c8-946b-2ed79cd167a8,277/2019,https://island.is/domar/g-5bc4c002-f0c2-40fe-8bb0-05efd67cecc0,ákvörðun,5. júní 2019,Hafnað
2019-207,https://island.is/s/haestirettur/akvardanir/19db9a09-1f0e-494c-9ad2-1084054bb259,550/2018,https://island.is/domar/g-02946f7c-6ae8-4dc9-a926-4e0e18e50d23,ákvörðun,19. júní 2019,Hafnað
2019-202,https://island.is/s/haestirettur/akvardanir/16ea22d8-9210-4a51-8ad0-269e96a6e841,527/2018,https://island.is/domar/g-1c961893-4544-4625-93bd-846dab6e2c80,ákvörðun,27. júní 2019,Hafnað
2019-213,https://island.is/s/haestirettur/akvardanir/7e0a325f-b08c-4e87-b265-24cccf851e97,659/2018,https://island.is/domar/g-7f23df62-6ad1-438c-a985-07ff986d71a1,ákvörðun,9. júlí 2019,Hafnað
14/2019,https://island.is/domar/s-4fa0065b-c289-42b3-a60b-7bb0df91ff12,445/2018,https://island.is/domar/g-89864c9a-4495-444a-8815-bedf8ed7c540,dóm,26. mars 2019,
2019-211,https://island.is/s/haestirettur/akvardanir/d6dcffaf-e44f-40b5-91d9-1530f54597f4,843/2018,https://island.is/domar/g-7ba7153e-f2b0-452d-b981-5762f67fe5d3,ákvörðun,4. júlí 2019,Hafnað
2019-208,https://island.is/s/haestirettur/akvardanir/a22c16b2-07f6-453f-9acc-df2628e7d313,819/2018,https://island.is/domar/g-61fe1d2b-e4cd-4a35-be2a-5d8ac79356cb,ákvörðun,3. júlí 2019,Samþykkt
36/2019,https://island.is/domar/s-c3f94005-b766-4dfa-abd8-ca9039e47806,819/2018,https://island.is/domar/g-61fe1d2b-e4cd-4a35-be2a-5d8ac79356cb,dóm,20. desember 2019,
2019-217,https://island.is/s/haestirettur/akvardanir/0476ced5-0177-4bc8-8614-02320078bd2d,622/2018,https://island.is/domar/g-efd8e10c-d159-4d1e-91ba-58cb32546377,ákvörðun,19. júlí 2019,Samþykkt
38/2019,https://island.is/domar/s-efd31f78-d599-4279-aba1-ece7c7780a1b,622/2018,https://island.is/domar/g-efd8e10c-d159-4d1e-91ba-58cb32546377,dóm,27. nóvember 2019,
2019-216,https://island.is/s/haestirettur/akvardanir/7211ff71-6209-4d4a-845e-0226ccfa5d71,466/2018,https://island.is/domar/g-b8530e5f-a948-4949-93e3-4b6a6a6a6ffe,ákvörðun,9. júlí 2019,Hafnað
2019-230,https://island.is/s/haestirettur/akvardanir/83c6186f-e16e-48c1-a2f7-65e9caeff5c4,141/2018,https://island.is/domar/g-c77269b2-363d-4ee4-ac03-fc8c5060d6d8,ákvörðun,19. ágúst 2019,Hafnað
2019-219,https://island.is/s/haestirettur/akvardanir/e7210ab8-3a5b-4a00-a624-2027567a3ec2,877/2018,https://island.is/domar/g-ed3e085d-dec6-4b18-9219-2def1486fbb5,ákvörðun,19. júlí 2019,Hafnað
2019-215,https://island.is/s/haestirettur/akvardanir/b26e5617-d853-48cd-ba65-5326483a04f7,647/2018,https://island.is/domar/g-38fc664c-2f75-46b3-a985-1e5f4f03a47c,ákvörðun,12. ágúst 2019,Samþykkt
39/2019,https://island.is/domar/s-0247832b-bbaf-4318-ada2-9b859c712f9d,647/2018,https://island.is/domar/g-38fc664c-2f75-46b3-a985-1e5f4f03a47c,dóm,4. júní 2020,
2019-229,https://island.is/s/haestirettur/akvardanir/352969c9-97d6-410b-b39c-e4ac845eb9d7,534/2018,https://island.is/domar/g-7e602e57-dc60-4f8b-a7cc-6fbeb23fe396,ákvörðun,12. ágúst 2019,Hafnað
33/2019,https://island.is/domar/s-56586be9-e094-4566-8744-61bcb0a45029,700/2018,https://island.is/domar/g-062bf973-0529-4703-b33c-4658f3f2e060,dóm,29. ágúst 2019,
2019-224,https://island.is/s/haestirettur/akvardanir/957e8548-e3d8-450f-b9be-3e6225a8306e,490/2018,https://island.is/domar/g-cb51b315-3855-4134-ba2b-67ced3b75741,ákvörðun,12. ágúst 2019,Samþykkt
42/2019,https://island.is/domar/s-a1962b39-f939-4bdf-a1f6-9bb2fe439880,490/2018,https://island.is/domar/g-cb51b315-3855-4134-ba2b-67ced3b75741,dóm,7. janúar 2021,
2019-232,https://island.is/s/haestirettur/akvardanir/c0bca5b9-6c6d-4d50-b25b-0eb827ce0e20,433/2018,https://island.is/domar/g-526e1b80-6c3e-47c4-9467-fdaa52687db9,ákvörðun,21. ágúst 2019,Hafnað
2019-234,https://island.is/s/haestirettur/akvardanir/b2cbcbd3-7623-48e5-aa4a-52583d33956c,433/2018,https://island.is/domar/g-526e1b80-6c3e-47c4-9467-fdaa52687db9,ákvörðun,21. ágúst 2019,Hafnað
2019-233,https://island.is/s/haestirettur/akvardanir/79ba5b50-dd30-4cea-aacc-7e2b02ff5c72,433/2018,https://island.is/domar/g-526e1b80-6c3e-47c4-9467-fdaa52687db9,ákvörðun,21. ágúst 2019,Hafnað
2019-228,https://island.is/s/haestirettur/akvardanir/24594029-890b-4e3f-b3dc-c658c4feddbc,763/2018,https://island.is/domar/g-d8f603ae-18d2-47c1-9779-73faf3161a62,ákvörðun,12. ágúst 2019,Samþykkt
41/2019,https://island.is/domar/s-141aa8ec-de3f-4af8-9e84-6048f64ff305,763/2018,https://island.is/domar/g-d8f603ae-18d2-47c1-9779-73faf3161a62,dóm,22. janúar 2020,
2019-239,https://island.is/s/haestirettur/akvardanir/d0ac04ae-1e66-4153-8a3c-c47502ee933d,656/2018,https://island.is/domar/g-2a68d721-0695-47b3-b2d0-119aa5640bb8,ákvörðun,22. ágúst 2019,Hafnað
2019-227,https://island.is/s/haestirettur/akvardanir/7cec1df6-ad9f-407d-94da-6394cdeaa05b,614/2018,https://island.is/domar/g-d8b8d175-b9f5-4e4e-b4be-d3e6e09382e9,ákvörðun,12. ágúst 2019,Hafnað
2019-221,https://island.is/s/haestirettur/akvardanir/77c8ef18-aa4b-4ce0-b2f3-1d53972784d7,416/2018,https://island.is/domar/g-e98b8ac6-fc87-4216-9d3f-09f6a43de703,ákvörðun,12. ágúst 2019,Samþykkt
40/2019,https://island.is/domar/s-b03542ee-0041-4474-a8c9-dc72b3c33536,416/2018,https://island.is/domar/g-e98b8ac6-fc87-4216-9d3f-09f6a43de703,dóm,16. desember 2019,
2019-220,https://island.is/s/haestirettur/akvardanir/1663a73e-d08c-4a64-b4e0-0dad11b13bd9,401/2019,https://island.is/domar/g-b22aa139-4559-4b99-80a9-dc318d0bb835,ákvörðun,19. júlí 2019,Hafnað
2019-222,https://island.is/s/haestirettur/akvardanir/d93c09de-6c31-43a6-88de-67616117dfe7,391/2019,https://island.is/domar/g-3f3810d8-f2e9-4b89-9aca-5f03f25bca93,ákvörðun,12. ágúst 2019,Hafnað
2019-195,https://island.is/s/haestirettur/akvardanir/29d08d45-5363-43ab-88ce-2737ccaf24c1,321/2019,https://island.is/domar/g-f56be21d-e5df-4dbf-a5f3-fae549f5ad8b,ákvörðun,19. júní 2019,Samþykkt
29/2019,https://island.is/domar/s-6b0249de-340c-4c8c-9f34-b2049d1aba5e,321/2019,https://island.is/domar/g-f56be21d-e5df-4dbf-a5f3-fae549f5ad8b,dóm,27. júní 2019,
2019-252,https://island.is/s/haestirettur/akvardanir/f088071a-1cd1-4164-9f02-80d07fa771dd,448/2019,https://island.is/domar/g-0db742a8-cce5-4d45-95c8-783972c61a64,ákvörðun,25. september 2019,Hafnað
43/2019,https://island.is/domar/s-855b6888-2026-423c-9d2a-97fa7035cc20,549/2019,https://island.is/domar/g-79a56742-c136-4720-8903-41a5afcd279b,dóm,23. september 2019,
44/2019,https://island.is/domar/s-311c643d-0986-4dae-85e3-5b1975b96105,461/2019,https://island.is/domar/g-469b30d8-4bfa-4552-b399-8518075b410a,dóm,9. október 2019,
2019-266,https://island.is/s/haestirettur/akvardanir/beddf699-6f3c-450f-a94d-267bc9ee1b9e,537/2019,https://island.is/domar/g-25bb4073-9e50-49a1-b080-1299e9b0b841,ákvörðun,15. október 2019,Hafnað
2019-269,https://island.is/s/haestirettur/akvardanir/93c120a5-3926-494c-8b58-d3a5fc7472d7,521/2019,https://island.is/domar/g-9a9cf43c-1849-447d-909f-d9136aae92d4,ákvörðun,31. október 2019,Hafnað
2019-267,https://island.is/s/haestirettur/akvardanir/9d77f053-45a8-44f4-a154-0d935f390c7d,561/2019,https://island.is/domar/g-8947071e-0b98-450c-84a8-ee49f00150da,ákvörðun,15. október 2019,Hafnað
2019-268,https://island.is/s/haestirettur/akvardanir/3d31e9f2-f964-4704-9aa2-c53fd15c484b,577/2019,https://island.is/domar/g-ef915b56-5692-4765-84ce-aab7b6941b25,ákvörðun,31. október 2019,Hafnað
2019-270,https://island.is/s/haestirettur/akvardanir/7f19b498-e878-4fa6-b63e-64689911a0e3,572/2019,https://island.is/domar/g-6574ba7d-0d37-4ddd-9d77-884ca357a751,ákvörðun,28. október 2019,Hafnað
2019-285,https://island.is/s/haestirettur/akvardanir/80905fff-1e3e-4aeb-b183-691ed4437a18,782/2018,https://island.is/domar/g-a4e1eba3-52f0-4f9a-befc-3d03ef2100de,ákvörðun,19. nóvember 2019,Samþykkt
54/2019,https://island.is/domar/s-2fbc8358-80f1-4d7b-accb-850a36e821fc,782/2018,https://island.is/domar/g-a4e1eba3-52f0-4f9a-befc-3d03ef2100de,dóm,17. september 2020,
2019-307,https://island.is/s/haestirettur/akvardanir/4664b947-d9eb-4825-8100-9c37e709c75d,669/2018,https://island.is/domar/g-33e04c68-7b31-4978-9cd6-ab98a5bceefc,ákvörðun,18. nóvember 2019,Hafnað
2019-301,https://island.is/s/haestirettur/akvardanir/534490df-18fb-4fd7-8efb-c46b841ccb73,52/2019,https://island.is/domar/g-c1b25179-6ea5-43bf-99f4-c8650badd609,ákvörðun,13. nóvember 2019,Hafnað
2019-289,https://island.is/s/haestirettur/akvardanir/904f065d-a84b-4eed-a7dd-ae043822e1b0,929/2018,https://island.is/domar/g-a1849738-b1d3-47e8-af02-123f74a56ba1,ákvörðun,14. nóvember 2019,Samþykkt
51/2019,https://island.is/domar/s-7bda2be6-c3a8-4afc-8b89-855d988a68b3,929/2018,https://island.is/domar/g-a1849738-b1d3-47e8-af02-123f74a56ba1,dóm,4. maí 2020,
